controller=global horizon=1 threshold=0.1
step[s], count, density[car/km], speed[m/s], hamiltonian, xterm, sigmaterm, waiting rate, co2[kg/s], calc time, effective time
0, 1, 1.26626e-02, 1.01671e+01, 0.00000e+00, 0.00000e+00, 0.00000e+00, 1.00000e+00, 2.62472e-03, 8.18001e+00, 8.18001e+00
1, 5, 6.33132e-02, 1.01332e+01, 8.12834e-02, 8.12834e-02, 0.00000e+00, 8.00000e-01, 1.34483e-02, 8.18001e+00, 8.18001e+00
2, 9, 1.13964e-01, 1.01048e+01, 1.18855e-01, 1.18855e-01, 0.00000e+00, 4.44444e-01, 2.85075e-02, 8.18001e+00, 8.18001e+00
3, 14, 1.77277e-01, 1.00719e+01, 2.11750e-01, 2.11750e-01, 0.00000e+00, 3.57143e-01, 4.72104e-02, 8.18001e+00, 8.18001e+00
4, 18, 2.27928e-01, 1.00553e+01, 2.34974e-01, 2.34974e-01, 0.00000e+00, 2.22222e-01, 7.39891e-02, 8.18001e+00, 8.18001e+00
5, 21, 2.65915e-01, 1.00516e+01, 2.46586e-01, 2.46586e-01, 0.00000e+00, 1.42857e-01, 9.51849e-02, 8.18001e+00, 8.18001e+00
6, 26, 3.29229e-01, 1.00343e+01, 3.30515e-01, 3.30515e-01, 0.00000e+00, 1.92308e-01, 1.31955e-01, 8.18001e+00, 8.18001e+00
7, 31, 3.92542e-01, 1.00292e+01, 3.88575e-01, 3.88575e-01, 0.00000e+00, 1.61290e-01, 1.63920e-01, 8.18001e+00, 8.18001e+00
8, 33, 4.17867e-01, 1.00477e+01, 4.11799e-01, 4.11799e-01, 0.00000e+00, 6.06061e-02, 1.93399e-01, 8.18001e+00, 8.18001e+00
9, 38, 4.81180e-01, 1.00420e+01, 4.93082e-01, 4.93082e-01, 0.00000e+00, 1.31579e-01, 1.86768e-01, 8.18001e+00, 8.18001e+00
10, 41, 5.19168e-01, 1.00476e+01, 5.04694e-01, 5.04694e-01, 0.00000e+00, 7.31707e-02, 1.98666e-01, 8.18001e+00, 8.18001e+00
11, 45, 5.69819e-01, 1.00416e+01, 5.27918e-01, 5.27918e-01, 0.00000e+00, 8.88889e-02, 1.92566e-01, 8.18001e+00, 8.18001e+00
12, 51, 6.45795e-01, 1.00353e+01, 7.02097e-01, 7.02097e-01, 0.00000e+00, 1.17647e-01, 1.94662e-01, 8.18001e+00, 8.18001e+00
13, 56, 7.09108e-01, 1.00256e+01, 7.60156e-01, 7.60156e-01, 0.00000e+00, 8.92857e-02, 2.02585e-01, 8.18001e+00, 8.18001e+00
14, 60, 7.59758e-01, 1.00309e+01, 8.53052e-01, 8.53052e-01, 0.00000e+00, 6.66667e-02, 2.22146e-01, 8.18001e+00, 8.18001e+00
15, 66, 8.35734e-01, 1.00133e+01, 9.22723e-01, 9.22723e-01, 0.00000e+00, 9.09091e-02, 2.26472e-01, 8.18001e+00, 8.18001e+00
16, 69, 8.73722e-01, 1.00224e+01, 9.34335e-01, 9.34335e-01, 0.00000e+00, 4.34783e-02, 2.78958e-01, 8.18001e+00, 8.18001e+00
17, 73, 9.24373e-01, 1.00183e+01, 9.80783e-01, 9.80783e-01, 0.00000e+00, 5.47945e-02, 2.69691e-01, 8.18001e+00, 8.18001e+00
18, 79, 1.00035e+00, 9.99688e+00, 1.16657e+00, 1.16657e+00, 0.00000e+00, 7.59494e-02, 2.54185e-01, 8.18001e+00, 8.18001e+00
19, 83, 1.05100e+00, 9.98475e+00, 1.12013e+00, 1.12013e+00, 0.00000e+00, 4.81928e-02, 2.95668e-01, 8.18001e+00, 8.18001e+00
20, 87, 1.10165e+00, 9.96625e+00, 1.25947e+00, 1.25947e+00, 0.00000e+00, 4.59770e-02, 2.68550e-01, 8.18001e+00, 8.18001e+00
21, 92, 1.16496e+00, 9.95195e+00, 1.25947e+00, 1.25947e+00, 0.00000e+00, 7.60870e-02, 3.26851e-01, 8.18001e+00, 8.18001e+00
22, 96, 1.21561e+00, 9.93452e+00, 1.27108e+00, 1.27108e+00, 0.00000e+00, 7.29167e-02, 3.10333e-01, 8.18001e+00, 8.18001e+00
23, 101, 1.27893e+00, 9.91706e+00, 1.34349e+00, 1.34349e+00, 0.00000e+00, 1.08911e-01, 3.15440e-01, 8.18001e+00, 8.18001e+00
24, 105, 1.32958e+00, 9.91649e+00, 1.23898e+00, 1.23898e+00, 0.00000e+00, 1.04762e-01, 3.11901e-01, 8.18001e+00, 8.18001e+00
25, 108, 1.36757e+00, 9.91708e+00, 1.37832e+00, 1.37832e+00, 0.00000e+00, 1.11111e-01, 3.15601e-01, 8.18001e+00, 8.18001e+00
26, 111, 1.40555e+00, 9.91702e+00, 1.26220e+00, 1.26220e+00, 0.00000e+00, 1.17117e-01, 3.16911e-01, 8.18001e+00, 8.18001e+00
27, 117, 1.48153e+00, 9.89606e+00, 1.38994e+00, 1.38994e+00, 0.00000e+00, 1.45299e-01, 3.31296e-01, 8.18001e+00, 8.18001e+00
28, 120, 1.51952e+00, 9.90164e+00, 1.38994e+00, 1.38994e+00, 0.00000e+00, 1.25000e-01, 3.59986e-01, 8.18001e+00, 8.18001e+00
29, 124, 1.57017e+00, 9.89816e+00, 1.44800e+00, 1.44800e+00, 0.00000e+00, 1.29032e-01, 3.78328e-01, 8.18001e+00, 8.18001e+00
30, 127, 1.60816e+00, 9.89944e+00, 1.56411e+00, 1.56411e+00, 0.00000e+00, 1.41732e-01, 3.63666e-01, 8.18001e+00, 8.18001e+00
31, 131, 1.65881e+00, 9.88085e+00, 1.63379e+00, 1.63379e+00, 0.00000e+00, 1.52672e-01, 3.36192e-01, 8.18001e+00, 8.18001e+00
32, 137, 1.73478e+00, 9.83995e+00, 1.58734e+00, 1.58734e+00, 0.00000e+00, 1.82482e-01, 3.67250e-01, 8.18001e+00, 8.18001e+00
33, 140, 1.77277e+00, 9.80690e+00, 1.85441e+00, 1.85441e+00, 0.00000e+00, 1.71429e-01, 3.26381e-01, 8.18001e+00, 8.18001e+00
34, 145, 1.83608e+00, 9.77804e+00, 1.92408e+00, 1.92408e+00, 0.00000e+00, 1.86207e-01, 3.71177e-01, 8.18001e+00, 8.18001e+00
35, 151, 1.91206e+00, 9.74443e+00, 1.92374e+00, 1.92374e+00, 0.00000e+00, 2.25166e-01, 3.73495e-01, 8.18001e+00, 8.18001e+00
36, 155, 1.96271e+00, 9.72629e+00, 2.09452e+00, 2.09452e+00, 0.00000e+00, 2.19355e-01, 3.88308e-01, 8.18001e+00, 8.18001e+00
37, 159, 2.01336e+00, 9.72385e+00, 2.17580e+00, 2.17580e+00, 0.00000e+00, 2.38994e-01, 4.19913e-01, 8.18001e+00, 8.18001e+00
38, 162, 2.05135e+00, 9.70285e+00, 2.15258e+00, 2.15258e+00, 0.00000e+00, 2.59259e-01, 3.96659e-01, 8.18001e+00, 8.18001e+00
39, 166, 2.10200e+00, 9.68628e+00, 2.26870e+00, 2.26870e+00, 0.00000e+00, 2.71084e-01, 4.49312e-01, 8.18001e+00, 8.18001e+00
40, 170, 2.15265e+00, 9.66884e+00, 2.24547e+00, 2.24547e+00, 0.00000e+00, 2.82353e-01, 4.03713e-01, 8.18001e+00, 8.18001e+00
41, 177, 2.24129e+00, 9.65005e+00, 2.50093e+00, 2.50093e+00, 0.00000e+00, 3.05085e-01, 4.26305e-01, 8.18001e+00, 8.18001e+00
42, 181, 2.29194e+00, 9.63460e+00, 2.39643e+00, 2.39643e+00, 0.00000e+00, 3.03867e-01, 4.22748e-01, 8.18001e+00, 8.18001e+00
43, 185, 2.34259e+00, 9.62167e+00, 2.32308e+00, 2.32308e+00, 0.00000e+00, 3.08108e-01, 4.84950e-01, 8.18001e+00, 8.18001e+00
44, 189, 2.39324e+00, 9.60977e+00, 2.39275e+00, 2.39275e+00, 0.00000e+00, 3.22751e-01, 4.50694e-01, 8.18001e+00, 8.18001e+00
45, 193, 2.44389e+00, 9.60141e+00, 2.70628e+00, 2.70628e+00, 0.00000e+00, 3.16062e-01, 4.97341e-01, 8.18001e+00, 8.18001e+00
46, 196, 2.48188e+00, 9.60293e+00, 2.79917e+00, 2.79917e+00, 0.00000e+00, 3.16327e-01, 5.37932e-01, 8.18001e+00, 8.18001e+00
47, 201, 2.54519e+00, 9.60094e+00, 3.14378e+00, 3.14378e+00, 0.00000e+00, 3.48259e-01, 5.64875e-01, 8.18001e+00, 8.18001e+00
48, 206, 2.60850e+00, 9.59855e+00, 3.49214e+00, 3.49214e+00, 0.00000e+00, 3.54369e-01, 4.87909e-01, 8.18001e+00, 8.18001e+00
49, 210, 2.65915e+00, 9.57672e+00, 3.60826e+00, 3.60826e+00, 0.00000e+00, 3.52381e-01, 5.22731e-01, 8.18001e+00, 8.18001e+00
50, 213, 2.69714e+00, 9.57190e+00, 3.81727e+00, 3.81727e+00, 0.00000e+00, 3.66197e-01, 5.34703e-01, 8.18001e+00, 8.18001e+00
51, 219, 2.77312e+00, 9.52729e+00, 3.91017e+00, 3.91017e+00, 0.00000e+00, 3.69863e-01, 5.24542e-01, 8.18001e+00, 8.18001e+00
52, 223, 2.82377e+00, 9.49141e+00, 4.03790e+00, 4.03790e+00, 0.00000e+00, 3.67713e-01, 5.60101e-01, 8.18001e+00, 8.18001e+00
53, 227, 2.87442e+00, 9.47254e+00, 4.00306e+00, 4.00306e+00, 0.00000e+00, 3.92070e-01, 5.88984e-01, 8.18001e+00, 8.18001e+00
54, 230, 2.91241e+00, 9.45681e+00, 4.27014e+00, 4.27014e+00, 0.00000e+00, 3.86957e-01, 5.53232e-01, 8.18001e+00, 8.18001e+00
55, 236, 2.98838e+00, 9.44198e+00, 4.45593e+00, 4.45593e+00, 0.00000e+00, 4.15254e-01, 5.47788e-01, 8.18001e+00, 8.18001e+00
56, 237, 3.00105e+00, 9.44264e+00, 4.40948e+00, 4.40948e+00, 0.00000e+00, 4.17722e-01, 5.87115e-01, 8.18001e+00, 8.18001e+00
57, 241, 3.05170e+00, 9.43308e+00, 4.63011e+00, 4.63011e+00, 0.00000e+00, 4.31535e-01, 5.81484e-01, 8.18001e+00, 8.18001e+00
58, 246, 3.11501e+00, 9.42272e+00, 5.01330e+00, 5.01330e+00, 0.00000e+00, 4.51220e-01, 5.83836e-01, 8.18001e+00, 8.18001e+00
59, 250, 3.16566e+00, 9.38315e+00, 4.99008e+00, 4.99008e+00, 0.00000e+00, 4.56000e-01, 6.03852e-01, 8.18001e+00, 8.18001e+00
60, 253, 3.20365e+00, 9.38662e+00, 0.00000e+00, 0.00000e+00, 4.60000e+01, 4.62451e-01, 5.61863e-01, 1.77206e+00, 1.77206e+00
61, 258, 3.26696e+00, 9.36785e+00, 5.80291e+00, 5.80291e+00, 4.60000e+01, 4.76744e-01, 5.96189e-01, 1.77206e+00, 1.77206e+00
62, 262, 3.31761e+00, 9.37463e+00, 5.93064e+00, 5.93064e+00, 4.60000e+01, 4.92366e-01, 6.23190e-01, 1.77206e+00, 1.77206e+00
63, 264, 3.34294e+00, 9.35584e+00, 5.83775e+00, 5.83775e+00, 4.60000e+01, 4.96212e-01, 6.45262e-01, 1.77206e+00, 1.77206e+00
64, 270, 3.41891e+00, 9.32905e+00, 6.12941e+00, 6.12941e+00, 4.60000e+01, 5.11111e-01, 6.29545e-01, 1.77206e+00, 1.77206e+00
65, 272, 3.44424e+00, 9.31852e+00, 5.99006e+00, 5.99006e+00, 4.60000e+01, 5.03676e-01, 7.38109e-01, 1.77206e+00, 1.77206e+00
66, 276, 3.49489e+00, 9.30045e+00, 6.18747e+00, 6.18747e+00, 4.60000e+01, 5.14493e-01, 6.53871e-01, 1.77206e+00, 1.77206e+00
67, 279, 3.53288e+00, 9.09189e+00, 3.26013e+00, 3.26013e+00, 4.60000e+01, 2.47312e-01, 7.78939e-01, 1.77206e+00, 1.77206e+00
68, 284, 3.59619e+00, 9.18682e+00, 3.56204e+00, 3.56204e+00, 4.60000e+01, 1.65493e-01, 8.43470e-01, 1.77206e+00, 1.77206e+00
69, 288, 3.64684e+00, 9.23923e+00, 3.73588e+00, 3.73588e+00, 4.60000e+01, 1.35417e-01, 9.46794e-01, 1.77206e+00, 1.77206e+00
70, 289, 3.65950e+00, 9.35799e+00, 3.34995e+00, 3.34995e+00, 4.60000e+01, 1.21107e-01, 1.05090e+00, 1.77206e+00, 1.77206e+00
71, 294, 3.72282e+00, 9.46852e+00, 3.12668e+00, 3.12668e+00, 4.60000e+01, 1.22449e-01, 1.16140e+00, 1.77206e+00, 1.77206e+00
72, 298, 3.77347e+00, 9.56708e+00, 3.53310e+00, 3.53310e+00, 4.60000e+01, 1.20805e-01, 1.23239e+00, 1.77206e+00, 1.77206e+00
73, 303, 3.83678e+00, 9.62520e+00, 3.56794e+00, 3.56794e+00, 4.60000e+01, 1.25413e-01, 1.17809e+00, 1.77206e+00, 1.77206e+00
